PLAYER_NAME,TEAM_ABBREVIATION,GAME_SCORE_AVG,MIN_AVG
Jalen Wilson,BKN,2.07,10.9
McKinley Wright IV,DAL,6.589999999999999,16.7
Cade Cunningham,DET,21.21,35.9
Evan Mobley,CLE,18.939999999999998,33.9
Aaron Wiggins,OKC,7.640000000000001,21.8
Isaiah Mobley,PHI,2.3,8.8
Chaundee Brown Jr.,ATL,3.6799999999999997,20.6
E.J. Liddell,BKN,1.48,4.8
JaQuori McLaughlin,DAL,-0.1,3.0
Javonte Smart,PHI,1.0599999999999996,10.4
DeJon Jarreau,MEM,3.9799999999999995,15.1
Gui Santos,GSW,3.69,12.5
Ruben Nembhard Jr.,CLE,0.31,4.4
Duane Washington Jr.,PHX,4.0200000000000005,16.1
D.J. Carton,TOR,1.0625000000000002,8.5
Moussa Cisse,DAL,2.0,9.4
Darius Days,HOU,2.85,6.25
Tyson Etienne,BKN,0.2900000000000002,6.2
Dalano Banton,POR,6.24,27.2
Jose Alvarado,NOP,6.749999999999998,26.0
Carlik Jones,CHI,1.56,6.5
A.J. Lawson,TOR,8.24,17.8
Ibou Badji,POR,0.6799999999999999,6.4
Jay Huff,IND,11.1,24.2
Mac McClung,IND,3.9555555555555557,12.222222222222221
Eugene Omoruyi,WAS,4.87,14.8
Jordan Schakel,WAS,0.7000000000000003,6.0
Stanley Umude,MIL,0.43,4.3
Colin Castleton,TOR,6.529999999999999,21.7
Terry Taylor,SAC,1.18,3.3
Ethan Thompson,IND,3.9875,19.0
Georgios Kalaitzakis,OKC,4.5,19.4
Ish Wainright,PHX,1.47,6.1
Jamorko Pickett,DET,3.21,16.7
Jordan Goodwin,PHX,7.539999999999999,23.0
Micah Potter,UTA,3.4299999999999997,21.2
Dru Smith,MIA,6.2700000000000005,17.8
Kevin Pangos,CLE,1.17,9.4
MarJon Beauchamp,NYK,2.2199999999999998,3.8
Dyson Daniels,ATL,12.85,35.4
Jaden Hardy,DAL,3.3600000000000003,10.3
Scoot Henderson,POR,6.419999999999999,27.7
Aleem Ford,ORL,0.6600000000000003,15.0
Phillip Wheeler,PHI,0.020000000000000275,8.8
Cameron McGriff,POR,4.366666666666667,15.666666666666666
Malcolm Hill,CHI,1.0,4.6
Keaton Wallace,ATL,2.7199999999999998,10.6
Olivier Sarr,OKC,1.9999999999999996,4.5
Henri Drell,CHI,1.9749999999999996,7.25
Gabriel Lundberg,PHX,2.375,11.0
Jaden Ivey,DET,5.0,15.0
Paolo Banchero,ORL,14.41,29.8
Jabari Smith Jr.,HOU,11.51,36.7
Chet Holmgren,OKC,16.18,27.8
Bennedict Mathurin,IND,10.059999999999999,32.2
Johnny Davis,WAS,0.66,4.5
Keegan Murray,SAC,11.139999999999999,35.5
AJ Griffin,ATL,-0.3599999999999999,8.5
Shaedon Sharpe,POR,13.319999999999999,28.5
TyTy Washington Jr.,PHX,0.8499999999999999,5.7
Malaki Branham,WAS,1.9700000000000002,6.6
Blake Wesley,POR,5.74,19.1
Jalen Duren,DET,12.66,29.1
Tari Eason,HOU,10.26,23.5
Nikola Jović,MIA,3.4000000000000012,15.5
Max Christie,DAL,6.640000000000001,24.7
Mark Williams,PHX,14.4,23.6
Jeremy Sochan,SAS,3.5200000000000005,15.0
Wendell Moore Jr.,DET,4.35,18.7
Kendall Brown,IND,0.57,4.2
Kennedy Chandler,MEM,1.8099999999999998,5.6
Jalen Williams,OKC,16.23,29.8
Orlando Robinson,ORL,6.65,18.7
Patrick Baldwin Jr.,LAC,2.2,4.5
Walker Kessler,UTA,12.030000000000001,29.7
Jaylin Williams,OKC,6.35,18.2
JD Davison,HOU,1.7200000000000002,6.7
Bryce McGowens,NOP,9.04,23.0
Jamaree Bouyea,PHX,7.859999999999999,16.5
Julian Strawther,DEN,1.7799999999999998,7.9
Caleb Love,POR,3.4799999999999995,15.8
Harrison Ingram,SAS,1.725,5.75
Christian Braun,DEN,10.44,28.6
Oscar Tshiebwe,UTA,10.479999999999999,20.0
Christian Koloko,LAL,2.48,10.2
Jabari Walker,PHI,5.17,16.7
Ryan Rollins,MIL,11.37,31.6
Leonard Miller,MIN,1.16,4.0
Jordan Hall,SAS,1.7000000000000002,9.444444444444445
Keon Ellis,SAC,2.59,15.2
Drew Timme,LAL,7.0,23.7
Josh Minott,BOS,4.6899999999999995,17.1
Jaime Jaquez Jr.,MIA,9.16,28.0
Ousmane Dieng,OKC,4.83,14.0
Terquavion Smith,PHI,1.0699999999999998,5.1
Jared Rhoden,TOR,9.430000000000001,21.6
Ron Harper Jr.,BOS,2.2299999999999995,7.3
Kris Murray,POR,5.759999999999999,26.3
Marcus Sasser,DET,4.1,13.1
Buddy Boeheim,DET,2.1500000000000004,8.2
Dalen Terry,CHI,4.13,14.2
Isaiah Wong,CHA,3.69,12.2
Jacob Toppin,ATL,2.1100000000000003,5.8
Trevor Keels,NYK,0.39999999999999997,2.6666666666666665
Peyton Watson,DEN,10.779999999999998,28.7
Tyrese Martin,BKN,6.88,20.9
Alondes Williams,DET,0.15555555555555559,2.7777777777777777
Caleb Houstan,ATL,3.5799999999999996,10.6
Moussa Diabaté,CHA,5.15,19.1
Trayce Jackson-Davis,GSW,6.209999999999999,14.5
John Butler Jr.,POR,2.8899999999999997,19.3
Dereon Seabron,NOP,1.48,6.6
Collin Gillespie,PHX,12.77,32.4
Jake LaRavia,LAL,4.65,19.7
David Roddy,HOU,2.7500000000000004,10.0
Dominick Barlow,PHI,10.61,27.9
Keion Brooks Jr.,NOP,9.919999999999998,27.8
Javon Freeman-Liberty,TOR,7.359999999999999,22.6
Mouhamed Gueye,ATL,4.0200000000000005,16.4
Quenton Jackson,IND,8.83,21.3
Vince Williams Jr.,MEM,4.74,22.9
Luke Travers,CLE,3.0,9.5
Baylor Scheierman,BOS,1.51,11.5
Pete Nance,MIL,3.3,8.4
Kenneth Lofton Jr.,UTA,6.0200000000000005,10.7
Karlo Matković,NOP,5.109999999999999,13.6
Jermaine Samuels Jr.,HOU,1.46,3.4
AJ Green,MIL,9.17,29.7
Jules Bernard,WAS,4.04,11.0
Jamal Cain,ORL,5.9799999999999995,15.8
Jack White,MEM,1.8,9.6
Jaylen Sims,CHA,4.8500000000000005,18.5
Justin Minaya,POR,1.0699999999999998,7.7
Cole Swider,TOR,3.21,17.0
Trevor Hudgins,HOU,0.8400000000000001,6.0
Lester Quinones,NOP,4.249999999999999,17.2
Sidy Cissoko,POR,3.5699999999999994,24.1
Simone Fontecchio,MIA,4.590000000000002,19.8
Mouhamadou Gueye,TOR,1.16,11.2
Daeqwon Plowden,SAC,4.3571428571428585,12.0
Jacob Gilyard,BKN,5.6499999999999995,19.3
Taze Moore,POR,2.75,10.0
Javonte Cooke,POR,0.24000000000000027,6.2
Nate Williams,HOU,1.47,7.8
Xavier Cooks,WAS,4.04,12.6
Victor Wembanyama,SAS,18.259999999999998,30.5
Brandon Miller,CHA,11.53,30.9
Taylor Hendricks,UTA,4.539999999999999,14.2
Amen Thompson,HOU,14.979999999999999,37.2
Ausar Thompson,DET,9.389999999999999,24.0
Anthony Black,ORL,11.659999999999998,32.0
Gradey Dick,TOR,2.7,15.1
Rayan Rupert,POR,0.6899999999999998,8.0
GG Jackson,MEM,1.0200000000000002,8.9
Cam Whitmore,WAS,6.87,17.2
Jarace Walker,IND,4.46,19.7
Cason Wallace,OKC,7.42,26.3
Keyonte George,UTA,16.54,32.1
Jalen Hood-Schifino,PHI,3.78,22.6
Maxwell Lewis,BKN,4.24,18.1
Jordan Hawkins,NOP,2.67,12.4
Kobe Bufkin,ATL,3.8300000000000005,12.3
Jett Howard,ORL,6.75,15.8
Trey Alexander,NOP,2.2399999999999998,8.0
Dereck Lively II,DAL,5.8100000000000005,16.3
Dariq Whitehead,BKN,3.8899999999999992,18.8
Brice Sensabaugh,UTA,6.7299999999999995,18.2
Noah Clowney,BKN,11.36,30.4
Bilal Coulibaly,WAS,5.04,27.0
Colby Jones,DET,8.260000000000002,29.5
Nick Smith Jr.,LAL,4.74,12.2
Emoni Bates,CLE,2.1399999999999997,7.5
Amari Bailey,CHA,1.72,6.3
Reece Beekman,BKN,5.13,20.7
Adem Bona,PHI,5.5,17.3
Kobe Brown,LAC,3.6700000000000004,14.5
Toumani Camara,POR,9.78,30.1
Jaylen Clark,MIN,2.9299999999999997,13.2
Ricky Council IV,PHI,6.129999999999999,23.7
Zach Edey,MEM,13.429999999999998,25.9
Adam Flagler,OKC,2.3,9.8
Andre Jackson Jr.,MIL,1.43,8.1
Keyontae Johnson,OKC,0.46666666666666656,7.444444444444445
Ryan Kalkbrenner,CHA,9.169999999999998,25.7
Bobi Klintman,DET,2.37,8.6
Chris Livingston,CLE,1.7100000000000002,5.2
Seth Lundy,ATL,0.2666666666666667,5.777777777777778
Kevin McCullar Jr.,NYK,1.3333333333333333,5.166666666666667
Jordan Miller,LAC,3.8199999999999994,10.7
Julian Phillips,CHI,3.6699999999999995,13.7
Brandin Podziemski,GSW,9.829999999999998,27.3
Olivier-Maxence Prosper,MEM,3.319999999999999,10.6
Adama Sanogo,CHI,3.3,7.7
Ben Sheppard,IND,5.86,24.2
Jalen Slawson,SAC,0.55,3.3
Nae'Qwan Tomlin,CLE,5.769999999999999,16.3
Tristan Vukcevic,WAS,8.41,16.1
Jordan Walsh,BOS,10.86,24.4
Leaky Black,CHA,5.05,18.5
Jalen Bridges,PHX,0.21250000000000008,3.875
Johni Broome,PHI,0.6499999999999998,6.5
Tristan da Silva,ORL,3.2399999999999998,21.9
Tosan Evbuomwan,NYK,5.6,15.6
Alex Fudge,DAL,1.7,6.666666666666667
Jazian Gortman,DAL,0.5600000000000002,4.4
PJ Hall,MEM,2.8099999999999996,4.3
D'Moi Hodge,LAL,1.1,5.714285714285714
Dillon Jones,OKC,3.0300000000000002,13.2
Pelle Larsson,MIA,5.41,22.1
Jaylen Martin,WAS,5.539999999999999,22.2
Emanuel Miller,CHI,2.4400000000000004,5.5
Tristen Newton,MIN,-0.17499999999999996,2.0
Drew Peterson,CHA,0.68,9.4
Antonio Reeves,CHA,6.92,19.3
Mark Sears,MIL,1.6142857142857143,3.7142857142857144
Isaiah Stevens,MIA,0.0666666666666667,2.0
Hunter Tyson,DEN,0.7899999999999998,4.0
Anton Watson,NYK,0.4222222222222223,2.4444444444444446
Matas Buzelis,CHI,11.350000000000001,29.6
Ronald Holland II,DET,7.119999999999999,18.6
Andrew Funk,CHI,-0.21999999999999997,2.4
Timmy Allen,MEM,0.7800000000000002,24.8
Craig Porter Jr.,CLE,5.55,15.2
Liam Robbins,MIL,0.08000000000000003,4.2
Duop Reath,POR,2.09,9.0
Nathan Mensah,CHA,0.6199999999999999,9.4
Damion Baugh,CHA,3.839999999999999,23.4
Tyler Smith,MIL,2.2899999999999996,7.9
Dexter Dennis,DAL,3.7749999999999995,7.5
Onuralp Bitim,CHI,-0.5799999999999998,6.7
Miles Norris,BOS,2.433333333333333,11.666666666666666
Maozinha Pereira,MEM,6.599999999999999,17.285714285714285
Elijah Harkless,UTA,1.28,8.5
Trey Jemison III,NYK,1.1600000000000001,6.8
Malik Williams,TOR,1.9428571428571428,15.142857142857142
Alex Reese,PHI,4.79,16.6
Jackson Rowe,GSW,3.4666666666666663,8.5
Myron Gardner,MIA,1.8399999999999999,5.4
Zaccharie Risacher,ATL,7.239999999999999,25.0
Alex Sarr,WAS,15.15,30.2
Dalton Knecht,LAL,3.1900000000000004,10.2
Cody Williams,UTA,0.28000000000000036,14.1
Reed Sheppard,HOU,11.7,27.5
Stephon Castle,SAS,14.919999999999998,28.3
Rob Dillingham,MIN,1.25,10.2
Ja'Kobe Walter,TOR,3.4899999999999998,19.3
Bub Carrington,WAS,8.879999999999999,30.6
Isaiah Collier,UTA,7.299999999999999,19.2
Devin Carter,SAC,2.75,10.9
Donovan Clingan,POR,13.48,25.9
Kyle Filipowski,UTA,10.51,28.3
Jared McCain,PHI,6.760000000000001,22.3
Kyshawn George,WAS,11.27,32.8
Yves Missi,NOP,5.4399999999999995,16.1
Tidjane Salaün,CHA,6.299999999999999,15.8
Kel'el Ware,MIA,12.08,23.0
Johnny Furphy,IND,2.2,12.3
Tyler Kolek,NYK,5.35,13.9
Ulrich Chomche,TOR,0.5714285714285714,4.714285714285714
Trentyn Flowers,CHI,0.8250000000000001,3.875
Jaylon Tyson,CLE,13.45,31.0
Hunter Sallis,PHI,0.3833333333333333,4.0
Cam Spencer,MEM,15.6,26.9
Oso Ighodaro,PHX,6.4399999999999995,22.5
Ryan Dunn,PHX,5.63,20.8
Jamal Shead,TOR,6.63,23.1
Justin Edwards,PHI,2.63,16.0
Ajay Mitchell,OKC,9.299999999999999,23.7
Keshad Johnson,MIA,2.94,11.0
Cam Christie,LAC,1.9100000000000001,10.3
KJ Simpson,CHA,3.75,16.0
Bronny James,LAL,2.1,7.9
David Jones Garcia,SAS,3.5599999999999996,6.9
AJ Johnson,WAS,-0.12999999999999998,4.8
Pacôme Dadiet,NYK,0.44000000000000006,2.7
Nique Clifford,SAC,1.9,17.0
Jamir Watkins,WAS,2.7299999999999995,11.8
Quinten Post,GSW,7.799999999999999,24.5
Jonathan Mogbo,TOR,1.5000000000000004,3.9
N'Faly Dante,ATL,3.9999999999999996,8.375
Jaylen Wells,MEM,13.059999999999999,29.7
Branden Carlson,OKC,6.539999999999999,12.8
Walter Clayton Jr.,UTA,5.639999999999999,16.3
Isaiah Crawford,HOU,0.29000000000000004,2.4
Cui Cui,BKN,-0.2599999999999999,2.0
Zyon Pullin,MEM,-0.2333333333333333,1.0
Enrique Freeman,IND,2.27,8.1
Isaac Jones,DET,1.4,5.9
Chaz Lanier,DET,3.03,10.5
Jamison Battle,TOR,1.9899999999999998,8.1
Armel Traore,LAL,0.7888888888888891,7.333333333333333
Riley Minix,SAS,2.1500000000000004,4.0
Jahmir Young,MIA,1.69,5.2
Tolu Smith,DET,9.899999999999999,14.666666666666666
Daniss Jenkins,DET,2.5999999999999996,13.2
Spencer Jones,DEN,8.690000000000001,26.4
RayJ Dennis,LAC,0.38000000000000017,6.0
Malevy Leons,OKC,-0.1333333333333334,3.3333333333333335
Alex Ducas,OKC,1.67,7.4
Yuki Kawamura,MEM,2.77,5.7
Cooper Flagg,DAL,19.4,35.6
Dylan Harper,SAS,9.620000000000001,21.3
VJ Edgecombe,PHI,12.86,32.0
Ace Bailey,UTA,6.42,26.5
Jeremiah Fears,NOP,9.88,28.1
Tre Johnson,WAS,5.9,20.7
Nolan Traore,BKN,0.5666666666666665,9.0
Kon Knueppel,CHA,15.63,35.2
Derik Queen,NOP,12.73,29.3
Rasheer Fleming,PHX,1.9,6.3
Asa Newell,ATL,4.37,10.7
Egor Dëmin,BKN,6.369999999999999,25.5
Kasparas Jakučionis,MIA,5.433333333333334,15.0
Jase Richardson,ORL,5.54,10.9
Will Riley,WAS,4.859999999999999,16.2
Liam McNeeley,CHA,4.1899999999999995,15.3
Khaman Maluach,PHX,0.43999999999999995,4.0
Hugo González,BOS,5.0600000000000005,15.3
Joan Beringer,MIN,1.588888888888889,4.222222222222222
Collin Murray-Boyles,TOR,6.079999999999999,16.9
Carter Bryant,SAS,1.65,9.5
Noah Penda,ORL,4.92,8.8
Amari Williams,BOS,1.0,5.0
Danny Wolf,BKN,7.409999999999999,20.7
Maxime Raynaud,SAC,10.77,25.4
Adou Thiero,LAL,0.55,5.6
Micah Peavy,NOP,5.38,19.3
Tyrese Proctor,CLE,4.429999999999999,12.6
Ben Saraf,BKN,3.63,16.4
Sion James,CHA,5.540000000000001,25.3
Mohamed Diawara,NYK,0.7199999999999999,4.8
Yang Hansen,POR,1.18,8.4
Cedric Coward,MEM,8.41,28.6
Javon Small,MEM,3.2125,12.25
Kobe Sanders,LAC,3.0100000000000002,18.1
Dylan Cardwell,SAC,2.679999999999999,13.6
Jahmai Mashack,MEM,0.3499999999999999,3.75
Ryan Nembhard,DAL,10.93,26.7
Yanic Konan Niederhäuser,LAC,2.08,5.4
Lachlan Olbrich,CHI,-0.08000000000000004,7.2
Will Richard,GSW,6.239999999999999,20.6
Chris Youngblood,OKC,1.47,6.3
Drake Powell,BKN,4.819999999999999,16.8
Brooks Barnhizer,OKC,2.4699999999999998,8.4
Taelon Peter,IND,0.99,6.2
Jahmyl Telfort,LAC,-0.42500000000000004,4.25
